Set Transaction Arrival Rate,Actual Transaction Arrival Rate,Block Size,Orderers,Throughput,Avg Latency,Min Latency,Max Latency
55.0,55.1,465.0,5,52.5,1.29,0.18,2.4
55.0,55.1,470.0,5,52.4,1.29,0.2,2.39
55.0,55.1,475.0,5,52.1,1.3,0.2,2.39
55.0,55.1,480.0,5,52.0,1.3,0.2,2.39
55.0,55.1,485.0,5,52.3,1.3,0.2,2.4
55.0,55.1,490.0,5,52.1,1.31,0.21,2.38
55.0,55.1,495.0,5,51.9,1.31,0.21,2.41
55.0,55.1,500.0,5,52.4,1.3,0.22,2.39
55.0,55.1,505.0,5,52.6,1.3,0.21,2.38
55.0,55.1,510.0,5,52.7,1.29,0.21,2.41
55.0,55.1,515.0,5,52.8,1.29,0.21,2.41
55.0,55.1,520.0,5,52.4,1.3,0.21,2.4
55.0,55.1,525.0,5,52.0,1.31,0.21,2.42
55.0,55.1,530.0,5,51.5,1.32,0.21,2.4
55.0,55.1,535.0,5,51.2,1.33,0.22,2.42
55.0,55.1,540.0,5,52.2,1.3,0.18,2.4
55.0,55.1,545.0,5,53.2,1.27,0.19,2.36
55.0,55.1,550.0,5,52.9,1.29,0.21,2.43
55.0,55.1,555.0,5,52.5,1.28,0.17,2.36
55.0,55.1,560.0,5,53.3,1.26,0.16,2.39
55.0,55.1,565.0,5,52.8,1.29,0.21,2.4
55.0,55.1,570.0,5,53.0,1.28,0.19,2.4
55.0,55.1,575.0,5,52.6,1.3,0.22,2.42
55.0,55.1,580.0,5,52.6,1.3,0.19,2.39
55.0,55.1,585.0,5,52.5,1.29,0.19,2.38
55.0,55.1,590.0,5,52.8,1.28,0.18,2.37
55.0,55.1,595.0,5,52.6,1.28,0.21,2.37
55.0,55.1,600.0,5,52.6,1.3,0.22,2.39
55.0,55.1,605.0,5,52.3,1.31,0.22,2.39
55.0,55.1,610.0,5,53.4,1.27,0.21,2.37
55.0,55.1,615.0,5,53.0,1.29,0.2,2.41
55.0,55.1,620.0,5,52.8,1.28,0.2,2.35
55.0,55.1,625.0,5,53.1,1.27,0.2,2.38
55.0,55.1,630.0,5,52.3,1.3,0.18,2.41
55.0,55.1,635.0,5,52.5,1.29,0.22,2.4
55.0,55.1,640.0,5,52.3,1.3,0.2,2.38
55.0,55.1,645.0,5,52.1,1.29,0.13,2.4
55.0,55.1,650.0,5,52.0,1.31,0.22,2.42
55.0,55.1,655.0,5,51.4,1.34,0.23,2.44
55.0,55.1,660.0,5,52.2,1.31,0.22,2.4
55.0,55.1,665.0,5,52.2,1.3,0.2,2.38
55.0,55.1,670.0,5,53.0,1.29,0.21,2.39
55.0,55.1,675.0,5,52.7,1.29,0.21,2.39
55.0,55.1,680.0,5,52.5,1.3,0.21,2.4
55.0,55.1,685.0,5,52.4,1.29,0.2,2.39
55.0,55.1,690.0,5,51.9,1.32,0.22,2.43
55.0,55.1,695.0,5,52.6,1.29,0.17,2.42
55.0,55.1,700.0,5,52.2,1.29,0.2,2.38
55.0,55.1,705.0,5,52.4,1.3,0.21,2.39
55.0,55.1,710.0,5,52.6,1.29,0.19,2.39
55.0,55.1,715.0,5,52.8,1.29,0.21,2.38
55.0,55.1,720.0,5,52.5,1.3,0.19,2.44
55.0,55.1,730.0,5,52.9,1.28,0.21,2.38
55.0,55.1,735.0,5,52.5,1.32,0.24,2.41
55.0,55.1,740.0,5,52.7,1.3,0.23,2.41
55.0,55.1,745.0,5,52.2,1.31,0.21,2.42
55.0,55.1,750.0,5,52.5,1.3,0.21,2.4
55.0,55.1,755.0,5,52.6,1.3,0.2,2.4
55.0,55.1,760.0,5,52.4,1.31,0.21,2.39
55.0,55.1,765.0,5,52.1,1.36,0.24,2.46
55.0,55.1,770.0,5,52.5,1.32,0.23,2.43
55.0,55.1,775.0,5,52.8,1.32,0.21,2.44
55.0,55.1,780.0,5,53.5,1.28,0.18,2.42
55.0,55.1,785.0,5,52.8,1.3,0.22,2.41
55.0,55.1,790.0,5,53.1,1.28,0.18,2.4
55.0,55.1,795.0,5,52.5,1.29,0.17,2.35
55.0,55.1,800.0,5,52.5,1.31,0.22,2.42
60.0,60.1,10.0,5,60.0,0.12,0.02,0.2
60.0,60.1,15.0,5,53.9,0.2,0.02,2.07
60.0,60.1,20.0,5,59.9,0.23,0.04,0.42
60.0,60.1,25.0,5,59.9,0.27,0.04,0.5
60.0,60.1,30.0,5,53.8,0.34,0.03,2.1
60.0,60.1,35.0,5,54.2,0.41,0.07,2.12
60.0,60.1,40.0,5,59.7,0.43,0.08,0.8
60.0,60.1,45.0,5,53.7,0.49,0.05,2.12
60.0,60.1,50.0,5,59.8,0.53,0.09,0.98
60.0,60.0,55.0,5,53.9,0.61,0.11,2.05
60.0,60.1,60.0,5,55.0,0.69,0.13,2.18
60.0,60.1,65.0,5,54.4,0.71,0.12,2.16
60.0,60.1,70.0,5,54.1,0.75,0.11,2.15
60.0,60.1,75.0,5,54.6,0.81,0.14,2.08
60.0,60.1,80.0,5,55.2,0.86,0.13,2.13
60.0,60.1,85.0,5,56.0,0.95,0.15,2.27
60.0,60.1,90.0,5,53.6,0.94,0.13,2.16
60.0,60.1,95.0,5,55.4,1.01,0.16,2.24
60.0,60.1,100.0,5,59.5,1.03,0.16,1.89
60.0,60.1,105.0,5,55.7,1.11,0.17,2.23
60.0,60.1,110.0,5,53.5,1.14,0.2,2.2
60.0,60.1,115.0,5,56.8,1.21,0.19,2.3
60.0,60.1,120.0,5,55.2,1.27,0.23,2.27
60.0,60.1,125.0,5,53.6,1.27,0.22,2.33
60.0,60.1,130.0,5,58.5,1.34,0.24,2.44
60.0,60.1,135.0,5,58.0,1.34,0.24,2.45
60.0,60.1,140.0,5,58.7,1.32,0.23,2.43
60.0,60.1,145.0,5,53.4,1.28,0.23,2.38
60.0,60.1,150.0,5,54.4,1.28,0.23,2.37
60.0,60.1,155.0,5,58.7,1.3,0.22,2.4
60.0,60.1,160.0,5,58.8,1.29,0.2,2.45
60.0,60.1,165.0,5,59.4,1.28,0.2,2.42
60.0,60.1,170.0,5,53.9,1.29,0.25,2.38
60.0,60.1,175.0,5,58.7,1.33,0.26,2.43
60.0,60.1,180.0,5,53.5,1.3,0.24,2.37
60.0,60.1,185.0,5,58.9,1.29,0.19,2.43
60.0,60.1,190.0,5,58.7,1.3,0.2,2.43
60.0,60.1,195.0,5,59.2,1.3,0.24,2.44
60.0,60.1,200.0,5,53.6,1.31,0.22,2.43
60.0,60.1,205.0,5,59.2,1.29,0.18,2.39
60.0,60.1,210.0,5,59.3,1.29,0.21,2.41
60.0,60.1,215.0,5,59.0,1.3,0.24,2.38
60.0,60.1,220.0,5,58.7,1.32,0.24,2.43
60.0,60.1,225.0,5,53.5,1.27,0.21,2.36
60.0,60.1,230.0,5,53.2,1.28,0.21,2.38
60.0,60.1,235.0,5,58.9,1.29,0.23,2.37
60.0,60.1,240.0,5,57.9,1.33,0.25,2.41
60.0,60.1,245.0,5,58.7,1.3,0.22,2.42
60.0,60.1,250.0,5,59.1,1.28,0.23,2.38
60.0,60.1,255.0,5,58.4,1.31,0.22,2.4
60.0,60.1,260.0,5,58.6,1.31,0.24,2.42
60.0,60.1,265.0,5,58.0,1.33,0.24,2.44
60.0,60.1,270.0,5,57.6,1.35,0.26,2.44
60.0,60.1,275.0,5,58.1,1.32,0.22,2.42
60.0,60.1,280.0,5,59.0,1.3,0.24,2.42
60.0,60.1,285.0,5,57.8,1.33,0.23,2.41
60.0,60.1,290.0,5,58.4,1.31,0.18,2.42
60.0,60.1,295.0,5,58.5,1.29,0.2,2.39
60.0,60.1,300.0,5,58.7,1.31,0.22,2.44
60.0,60.1,305.0,5,58.8,1.29,0.2,2.4
60.0,60.1,310.0,5,58.6,1.31,0.25,2.41
60.0,60.1,315.0,5,58.3,1.32,0.22,2.4
60.0,60.1,320.0,5,58.6,1.29,0.23,2.39
60.0,60.1,325.0,5,58.4,1.31,0.22,2.4
60.0,60.1,330.0,5,53.5,1.28,0.22,2.4
60.0,60.1,335.0,5,54.2,1.26,0.21,2.31
60.0,60.1,340.0,5,53.2,1.29,0.2,2.44
60.0,60.1,345.0,5,57.8,1.32,0.23,2.39
60.0,60.1,350.0,5,58.8,1.31,0.22,2.43
60.0,60.1,355.0,5,57.6,1.34,0.24,2.43
60.0,60.1,360.0,5,57.9,1.34,0.24,2.42
60.0,60.1,365.0,5,58.8,1.31,0.24,2.41
60.0,60.1,370.0,5,57.9,1.32,0.23,2.41
60.0,60.1,375.0,5,59.0,1.3,0.25,2.41
60.0,60.1,380.0,5,59.1,1.3,0.23,2.44
60.0,60.1,385.0,5,53.3,1.28,0.21,2.41
60.0,60.1,390.0,5,58.4,1.31,0.21,2.42
60.0,60.1,395.0,5,58.6,1.31,0.19,2.42
60.0,60.1,400.0,5,57.9,1.33,0.23,2.41
60.0,60.1,405.0,5,58.8,1.29,0.15,2.43
60.0,60.1,410.0,5,53.9,1.27,0.22,2.37
60.0,60.1,415.0,5,58.5,1.31,0.23,2.42
60.0,60.1,420.0,5,58.6,1.3,0.22,2.41
60.0,60.1,425.0,5,58.8,1.29,0.22,2.4
60.0,60.1,430.0,5,58.3,1.31,0.21,2.44
60.0,60.1,435.0,5,53.1,1.28,0.19,2.4
60.0,60.1,440.0,5,59.2,1.3,0.24,2.44
60.0,60.1,445.0,5,58.7,1.3,0.22,2.4
60.0,60.1,450.0,5,53.6,1.28,0.22,2.34
60.0,60.1,455.0,5,58.2,1.31,0.22,2.4
60.0,60.1,460.0,5,58.7,1.3,0.23,2.42
60.0,60.1,465.0,5,53.2,1.27,0.19,2.41
60.0,60.1,470.0,5,57.9,1.33,0.23,2.44
60.0,60.1,475.0,5,58.9,1.29,0.2,2.41
60.0,60.1,480.0,5,58.4,1.31,0.23,2.4
60.0,60.1,485.0,5,58.8,1.29,0.23,2.4
60.0,60.1,490.0,5,58.5,1.3,0.22,2.41
60.0,60.1,495.0,5,58.2,1.31,0.23,2.41
60.0,60.1,500.0,5,57.7,1.35,0.24,2.43
60.0,60.1,505.0,5,57.7,1.34,0.25,2.42
60.0,60.1,510.0,5,58.2,1.32,0.22,2.44
60.0,60.1,515.0,5,57.5,1.34,0.25,2.41
60.0,60.1,520.0,5,58.9,1.29,0.22,2.44
60.0,60.1,525.0,5,58.9,1.3,0.24,2.42
60.0,60.1,530.0,5,58.8,1.29,0.23,2.41
60.0,60.1,535.0,5,59.1,1.29,0.23,2.38
60.0,60.1,540.0,5,59.2,1.28,0.2,2.4
60.0,60.1,545.0,5,59.3,1.28,0.2,2.4
60.0,60.1,550.0,5,53.4,1.3,0.23,2.4
60.0,60.1,555.0,5,58.1,1.32,0.23,2.43
60.0,60.1,560.0,5,58.9,1.3,0.18,2.4
60.0,60.1,565.0,5,57.6,1.33,0.23,2.42
60.0,60.1,570.0,5,58.3,1.31,0.24,2.41
60.0,60.1,575.0,5,59.2,1.3,0.23,2.44
60.0,60.1,580.0,5,58.2,1.31,0.23,2.41
60.0,60.1,585.0,5,58.8,1.3,0.23,2.42
60.0,60.1,590.0,5,58.5,1.3,0.21,2.41
60.0,60.1,595.0,5,59.4,1.27,0.2,2.39
60.0,60.1,600.0,5,53.2,1.29,0.23,2.41
60.0,60.1,605.0,5,58.3,1.32,0.24,2.42
60.0,60.1,610.0,5,57.6,1.34,0.22,2.44
60.0,60.1,615.0,5,58.3,1.32,0.24,2.43
60.0,60.1,620.0,5,59.1,1.28,0.22,2.39
60.0,60.1,625.0,5,58.5,1.3,0.22,2.39
60.0,60.1,630.0,5,58.2,1.32,0.24,2.42
60.0,60.1,635.0,5,59.2,1.28,0.22,2.4
60.0,60.1,640.0,5,59.4,1.27,0.18,2.4
60.0,60.1,645.0,5,57.6,1.34,0.22,2.42
60.0,60.1,650.0,5,58.3,1.33,0.22,2.44
60.0,60.1,655.0,5,58.1,1.33,0.23,2.45
60.0,60.1,660.0,5,58.5,1.3,0.22,2.39
60.0,60.1,665.0,5,58.5,1.3,0.23,2.4
60.0,60.1,670.0,5,58.2,1.31,0.22,2.41
60.0,60.1,675.0,5,57.6,1.35,0.25,2.44
60.0,60.1,680.0,5,58.3,1.32,0.23,2.41
60.0,60.1,685.0,5,53.3,1.27,0.19,2.4
60.0,60.1,690.0,5,58.3,1.32,0.24,2.44
60.0,60.1,695.0,5,59.0,1.29,0.2,2.42
60.0,60.1,700.0,5,59.5,1.28,0.16,2.39
60.0,60.1,705.0,5,58.3,1.31,0.23,2.41
60.0,60.1,710.0,5,58.8,1.28,0.2,2.38
60.0,60.1,715.0,5,57.5,1.35,0.25,2.42
60.0,60.1,720.0,5,58.8,1.3,0.23,2.41
60.0,60.1,730.0,5,59.3,1.27,0.21,2.4
60.0,60.1,735.0,5,53.6,1.28,0.23,2.36
60.0,60.1,740.0,5,53.5,1.29,0.23,2.39
60.0,60.1,745.0,5,53.7,1.31,0.24,2.44
60.0,60.1,750.0,5,59.0,1.3,0.24,2.42
60.0,60.1,755.0,5,53.5,1.31,0.25,2.42
60.0,60.1,760.0,5,58.6,1.32,0.24,2.44
60.0,60.1,765.0,5,53.6,1.3,0.24,2.4
60.0,60.1,770.0,5,58.5,1.33,0.26,2.45
60.0,60.1,775.0,5,57.9,1.34,0.23,2.42
60.0,60.1,780.0,5,59.0,1.31,0.25,2.4
60.0,60.1,785.0,5,53.6,1.3,0.22,2.41
60.0,60.1,790.0,5,59.1,1.28,0.2,2.41
60.0,60.1,795.0,5,58.2,1.31,0.22,2.44
60.0,60.1,800.0,5,57.6,1.34,0.24,2.42
65.0,65.1,10.0,5,64.9,0.11,0.03,0.21
65.0,65.1,15.0,5,57.8,0.19,0.04,2.09
65.0,65.1,20.0,5,64.7,0.22,0.03,0.4
65.0,65.1,25.0,5,64.8,0.26,0.04,0.48
65.0,65.1,30.0,5,57.8,0.32,0.05,2.1
65.0,65.1,35.0,5,58.2,0.39,0.06,2.11
65.0,65.1,40.0,5,64.7,0.39,0.05,0.72
65.0,65.1,45.0,5,57.7,0.47,0.09,2.1
65.0,65.1,50.0,5,64.7,0.5,0.08,0.93
65.0,65.1,55.0,5,57.5,0.57,0.11,2.18
65.0,65.1,60.0,5,59.0,0.66,0.13,2.2
65.0,65.1,65.0,5,58.2,0.69,0.12,2.18
65.0,65.1,70.0,5,58.2,0.74,0.14,2.13
65.0,65.1,75.0,5,58.3,0.78,0.14,2.17
65.0,65.1,80.0,5,59.0,0.82,0.14,2.21
65.0,65.1,85.0,5,60.5,0.88,0.14,2.14
65.0,65.1,90.0,5,57.9,0.89,0.17,2.05
65.0,65.1,95.0,5,59.7,0.96,0.17,2.15
65.0,65.0,100.0,5,64.4,0.96,0.15,1.76
65.0,65.1,105.0,5,59.6,1.07,0.2,2.26
65.0,65.1,110.0,5,57.5,1.07,0.2,2.18
65.0,65.1,115.0,5,61.4,1.15,0.2,2.14
65.0,65.1,120.0,5,59.0,1.19,0.21,2.2
65.0,65.1,125.0,5,64.3,1.21,0.2,2.2
65.0,65.1,130.0,5,60.8,1.28,0.1,2.32
65.0,65.1,135.0,5,60.7,1.32,0.23,2.38
65.0,65.1,140.0,5,60.8,1.3,0.24,2.33
65.0,65.1,145.0,5,60.1,1.31,0.11,2.34
65.0,65.1,150.0,5,61.0,1.28,0.23,2.29
65.0,65.1,155.0,5,60.3,1.28,0.08,2.3
65.0,65.1,160.0,5,60.6,1.28,0.11,2.34
65.0,65.1,165.0,5,59.7,1.26,0.07,2.29
65.0,65.1,170.0,5,60.4,1.27,0.11,2.31
65.0,65.1,175.0,5,60.8,1.31,0.25,2.39
65.0,65.1,180.0,5,60.5,1.27,0.09,2.35
65.0,65.1,185.0,5,61.0,1.3,0.24,2.32
65.0,65.1,190.0,5,60.5,1.29,0.1,2.36
65.0,65.1,195.0,5,61.0,1.29,0.18,2.31
65.0,65.1,200.0,5,60.6,1.3,0.2,2.34
65.0,65.1,205.0,5,60.7,1.32,0.24,2.39
65.0,65.1,210.0,5,60.6,1.3,0.18,2.35
65.0,65.1,215.0,5,60.9,1.3,0.24,2.32
65.0,65.1,220.0,5,60.6,1.29,0.05,2.33
65.0,65.1,225.0,5,60.3,1.28,0.05,2.31
65.0,65.1,230.0,5,60.8,1.27,0.16,2.3
65.0,65.1,235.0,5,60.9,1.28,0.16,2.28
65.0,65.1,240.0,5,60.8,1.28,0.19,2.31
65.0,65.1,245.0,5,60.8,1.29,0.21,2.31
65.0,65.1,250.0,5,60.7,1.28,0.15,2.31
65.0,65.1,255.0,5,60.5,1.29,0.14,2.33
65.0,65.1,260.0,5,60.2,1.29,0.09,2.32
65.0,65.1,265.0,5,60.8,1.28,0.14,2.32
65.0,65.1,270.0,5,60.5,1.28,0.1,2.35
65.0,65.1,275.0,5,60.1,1.27,0.09,2.29
65.0,65.1,280.0,5,60.9,1.29,0.14,2.29
65.0,65.1,285.0,5,60.4,1.28,0.13,2.3
65.0,65.1,290.0,5,60.5,1.27,0.1,2.29
65.0,65.1,295.0,5,60.6,1.28,0.08,2.33
65.0,65.1,300.0,5,60.8,1.28,0.09,2.32
65.0,65.1,305.0,5,60.5,1.27,0.09,2.31
65.0,65.1,310.0,5,60.5,1.28,0.14,2.35
65.0,65.1,315.0,5,60.6,1.28,0.1,2.33
65.0,65.1,320.0,5,60.4,1.27,0.12,2.28
65.0,65.1,325.0,5,60.6,1.27,0.09,2.37
65.0,65.1,330.0,5,61.0,1.3,0.23,2.32
65.0,65.1,335.0,5,60.9,1.29,0.16,2.34
65.0,65.1,340.0,5,60.4,1.29,0.13,2.29
65.0,65.1,345.0,5,60.8,1.29,0.14,2.31
65.0,65.1,350.0,5,60.7,1.29,0.15,2.37
65.0,65.1,355.0,5,60.7,1.29,0.1,2.31
65.0,65.1,360.0,5,60.4,1.28,0.1,2.34
65.0,65.1,365.0,5,61.0,1.29,0.15,2.34
65.0,65.1,370.0,5,60.5,1.27,0.09,2.38
65.0,65.1,375.0,5,60.9,1.3,0.18,2.34
65.0,65.1,380.0,5,60.2,1.28,0.12,2.31
65.0,65.1,385.0,5,60.7,1.27,0.08,2.29
65.0,65.1,390.0,5,60.9,1.28,0.1,2.29
65.0,65.1,395.0,5,60.7,1.31,0.12,2.32
65.0,65.1,400.0,5,60.8,1.26,0.09,2.29
65.0,65.1,405.0,5,60.6,1.29,0.16,2.34
65.0,65.1,410.0,5,60.8,1.27,0.16,2.29
65.0,65.1,415.0,5,60.4,1.29,0.13,2.35
65.0,65.1,420.0,5,60.7,1.29,0.13,2.33
65.0,65.1,425.0,5,60.8,1.28,0.12,2.35
65.0,65.1,430.0,5,60.7,1.29,0.13,2.36
65.0,65.1,435.0,5,60.7,1.29,0.18,2.35
65.0,65.1,440.0,5,60.7,1.3,0.2,2.34
65.0,65.1,445.0,5,60.8,1.29,0.15,2.28
65.0,65.1,450.0,5,60.9,1.28,0.16,2.29
65.0,65.1,455.0,5,60.6,1.28,0.16,2.33
65.0,65.1,460.0,5,60.8,1.29,0.17,2.33
65.0,65.1,465.0,5,60.1,1.28,0.1,2.32
65.0,65.1,470.0,5,60.9,1.28,0.18,2.3
65.0,65.1,475.0,5,60.2,1.27,0.12,2.3
65.0,65.1,480.0,5,60.7,1.28,0.17,2.33
65.0,65.1,485.0,5,60.9,1.27,0.09,2.28
65.0,65.1,490.0,5,60.6,1.28,0.15,2.3
65.0,65.1,495.0,5,61.1,1.28,0.15,2.29
65.0,65.1,500.0,5,60.6,1.27,0.11,2.29
65.0,65.1,505.0,5,60.9,1.3,0.23,2.35
65.0,65.1,510.0,5,60.3,1.27,0.07,2.33
65.0,65.1,515.0,5,60.9,1.29,0.18,2.36
65.0,65.1,520.0,5,61.0,1.28,0.1,2.29
65.0,65.1,525.0,5,60.0,1.27,0.07,2.31
65.0,65.1,530.0,5,61.0,1.28,0.17,2.29
65.0,65.1,535.0,5,60.6,1.27,0.11,2.29
65.0,65.1,540.0,5,60.3,1.27,0.11,2.29
65.0,65.1,545.0,5,60.8,1.29,0.1,2.37
65.0,65.1,550.0,5,60.6,1.3,0.15,2.36
65.0,65.1,555.0,5,60.7,1.26,0.13,2.28
65.0,65.1,560.0,5,60.4,1.28,0.08,2.29
65.0,65.1,565.0,5,60.8,1.28,0.13,2.3
65.0,65.1,570.0,5,60.8,1.27,0.14,2.29
65.0,65.1,575.0,5,60.4,1.3,0.11,2.45
65.0,65.1,580.0,5,60.8,1.26,0.08,2.29
65.0,65.1,585.0,5,60.2,1.27,0.07,2.33
65.0,65.1,590.0,5,60.8,1.28,0.13,2.27
65.0,65.1,595.0,5,60.9,1.27,0.1,2.26
65.0,65.1,600.0,5,60.8,1.28,0.14,2.31
65.0,65.1,605.0,5,60.5,1.29,0.12,2.32
65.0,65.1,610.0,5,60.8,1.29,0.17,2.29
65.0,65.1,615.0,5,60.7,1.28,0.19,2.3
65.0,65.1,620.0,5,60.6,1.24,0.08,2.27
65.0,65.1,625.0,5,60.5,1.29,0.1,2.36
65.0,65.1,630.0,5,60.8,1.27,0.16,2.3
65.0,65.1,635.0,5,60.7,1.28,0.12,2.33
65.0,65.1,640.0,5,60.8,1.29,0.2,2.33
65.0,65.1,645.0,5,60.8,1.28,0.11,2.32
65.0,65.1,650.0,5,60.9,1.29,0.2,2.33
65.0,65.1,655.0,5,60.9,1.29,0.16,2.34
65.0,65.1,660.0,5,60.5,1.28,0.09,2.32
65.0,65.1,665.0,5,60.3,1.27,0.08,2.28
65.0,65.1,670.0,5,60.8,1.27,0.07,2.29
65.0,65.1,675.0,5,60.5,1.29,0.14,2.35
65.0,65.1,680.0,5,60.6,1.26,0.11,2.28
65.0,65.1,685.0,5,60.6,1.25,0.08,2.3
65.0,65.1,690.0,5,60.7,1.28,0.07,2.29
65.0,65.1,695.0,5,60.8,1.28,0.17,2.3
65.0,65.1,700.0,5,61.0,1.26,0.12,2.33
65.0,65.1,705.0,5,60.9,1.26,0.14,2.27
65.0,65.1,710.0,5,60.7,1.27,0.14,2.3
65.0,65.1,715.0,5,60.7,1.28,0.16,2.3
65.0,65.1,720.0,5,60.3,1.27,0.07,2.28
65.0,65.1,730.0,5,60.4,1.26,0.06,2.29
65.0,65.1,735.0,5,60.4,1.31,0.1,2.4
65.0,65.1,740.0,5,60.7,1.31,0.23,2.35
65.0,65.1,745.0,5,60.2,1.3,0.17,2.37
65.0,65.1,750.0,5,61.1,1.26,0.08,2.26
65.0,65.1,755.0,5,60.8,1.31,0.2,2.32
65.0,65.1,760.0,5,60.5,1.3,0.11,2.33
65.0,65.0,765.0,5,60.7,1.33,0.16,2.35
65.0,65.1,770.0,5,60.7,1.29,0.08,2.33
65.0,65.1,775.0,5,60.8,1.29,0.14,2.33
65.0,65.1,780.0,5,60.7,1.33,0.26,2.37
65.0,65.1,785.0,5,60.9,1.29,0.19,2.3
65.0,65.1,790.0,5,60.8,1.27,0.15,2.31
65.0,65.1,795.0,5,61.1,1.28,0.17,2.3
65.0,65.1,800.0,5,60.7,1.3,0.14,2.34
70.0,70.1,10.0,5,69.9,0.11,0.03,0.19
70.0,70.1,15.0,5,61.7,0.18,0.03,2.09
70.0,70.2,20.0,5,69.9,0.2,0.03,0.37
70.0,70.1,25.0,5,69.8,0.25,0.03,0.44
70.0,70.1,30.0,5,61.6,0.31,0.04,2.1
70.0,70.1,35.0,5,62.0,0.37,0.08,2.12
70.0,70.1,40.0,5,69.7,0.38,0.07,0.68
70.0,70.1,45.0,5,61.5,0.44,0.08,2.11
70.0,70.1,50.0,5,69.6,0.47,0.08,0.87
70.0,70.1,55.0,5,61.4,0.55,0.09,2.17
70.0,70.1,60.0,5,63.3,0.63,0.13,2.1
70.0,70.1,65.0,5,62.2,0.65,0.11,2.16
70.0,70.1,70.0,5,61.9,0.68,0.14,2.16
70.0,70.1,75.0,5,62.1,0.73,0.15,2.18
70.0,70.1,80.0,5,62.8,0.78,0.14,2.22
70.0,70.1,85.0,5,64.2,0.85,0.17,2.23
70.0,70.1,90.0,5,61.3,0.85,0.18,2.18
70.0,70.1,95.0,5,63.3,0.92,0.15,2.23
70.0,70.1,100.0,5,69.3,0.92,0.15,1.66
70.0,70.1,105.0,5,63.8,1.01,0.18,2.18
70.0,70.1,110.0,5,61.3,1.01,0.19,2.17
70.0,70.1,115.0,5,65.0,1.11,0.22,2.26
70.0,70.1,120.0,5,63.0,1.14,0.23,2.17
70.0,70.1,125.0,5,69.1,1.13,0.16,2.06
70.0,70.1,130.0,5,61.5,1.15,0.07,2.23
70.0,70.1,135.0,5,61.2,1.14,0.05,2.26
70.0,70.1,140.0,5,61.4,1.15,0.07,2.27
70.0,70.1,145.0,5,61.3,1.19,0.08,2.28
70.0,70.1,150.0,5,61.3,1.12,0.07,2.25
70.0,70.1,155.0,5,61.6,1.14,0.08,2.24
70.0,70.1,160.0,5,61.5,1.11,0.08,2.14
70.0,70.1,165.0,5,61.0,1.13,0.07,2.27
70.0,70.1,170.0,5,61.7,1.12,0.07,2.16
70.0,70.1,175.0,5,61.6,1.15,0.07,2.24
70.0,70.1,180.0,5,61.6,1.14,0.06,2.23
70.0,70.1,185.0,5,61.6,1.14,0.07,2.24
70.0,70.1,190.0,5,61.1,1.13,0.06,2.23
70.0,70.1,195.0,5,61.3,1.15,0.09,2.25
70.0,70.1,200.0,5,61.6,1.15,0.09,2.27
70.0,70.1,205.0,5,61.7,1.13,0.07,2.16
70.0,70.1,210.0,5,61.4,1.13,0.09,2.17
70.0,70.1,215.0,5,61.2,1.13,0.08,2.22
70.0,70.2,220.0,5,61.3,1.15,0.07,2.25
70.0,70.1,225.0,5,61.2,1.15,0.08,2.28
70.0,70.1,230.0,5,61.6,1.13,0.05,2.24
70.0,70.1,235.0,5,61.5,1.11,0.07,2.16
70.0,70.1,240.0,5,61.4,1.14,0.07,2.26
70.0,70.1,245.0,5,61.7,1.12,0.07,2.17
70.0,70.1,250.0,5,61.3,1.12,0.07,2.25
70.0,70.1,255.0,5,61.6,1.13,0.07,2.23
70.0,70.1,260.0,5,61.5,1.15,0.08,2.2
70.0,70.1,265.0,5,61.5,1.12,0.07,2.23
70.0,70.1,270.0,5,61.7,1.15,0.07,2.25
70.0,70.1,275.0,5,61.8,1.15,0.07,2.22
70.0,70.1,280.0,5,61.3,1.12,0.08,2.18
70.0,70.1,285.0,5,61.5,1.14,0.06,2.24
70.0,70.1,290.0,5,61.5,1.15,0.07,2.24
70.0,70.1,295.0,5,61.5,1.14,0.06,2.22
70.0,70.1,300.0,5,61.8,1.13,0.07,2.17
70.0,70.1,305.0,5,61.7,1.13,0.05,2.2
70.0,70.1,310.0,5,61.7,1.13,0.07,2.15
70.0,70.1,315.0,5,61.5,1.12,0.07,2.21
70.0,70.1,320.0,5,61.4,1.11,0.07,2.17
70.0,70.1,325.0,5,61.5,1.11,0.07,2.12
70.0,70.1,330.0,5,61.5,1.13,0.07,2.2
70.0,70.1,335.0,5,61.6,1.13,0.07,2.22
70.0,70.1,340.0,5,61.4,1.13,0.06,2.26
70.0,70.1,345.0,5,61.5,1.13,0.07,2.21
70.0,70.1,350.0,5,61.2,1.14,0.07,2.21
70.0,70.1,355.0,5,61.6,1.12,0.06,2.16
70.0,70.1,360.0,5,61.3,1.13,0.06,2.22
70.0,70.1,365.0,5,61.4,1.12,0.07,2.12
70.0,70.1,370.0,5,61.5,1.12,0.07,2.16
70.0,70.1,375.0,5,61.5,1.12,0.06,2.24
70.0,70.1,380.0,5,61.5,1.14,0.06,2.21
70.0,70.1,385.0,5,61.2,1.11,0.08,2.2
70.0,70.1,390.0,5,61.8,1.14,0.06,2.24
70.0,70.1,395.0,5,61.5,1.16,0.08,2.26
70.0,70.1,400.0,5,61.6,1.1,0.06,2.16
70.0,70.1,405.0,5,61.3,1.12,0.06,2.21
70.0,70.1,410.0,5,61.3,1.12,0.07,2.23
